school_year,school_code,school_name,sid,grade_level,el_status,iep,ecodis,days_enrolled_at_school,days_absent_at_school,days_suspended_out_of_school,marking_period,course,final_grade_mark
2018,475,SCHOOL I,16117,9,Never EL,0,1,281,0,0,Fall,Math 9,B+
2018,475,SCHOOL I,16131,9,Never EL,0,1,281,8,0,Fall,Math 9,D+
2018,475,SCHOOL I,16143,9,Never EL,0,1,281,6,0,Fall,Math 9,B
2018,475,SCHOOL I,16254,9,Never EL,1,1,281,18,0,Fall,Math 9,A
2018,475,SCHOOL I,16260,9,Never EL,0,1,281,1,0,Fall,Math 9,B+
2018,475,SCHOOL I,16354,9,Never EL,0,1,281,9,0,Fall,Math 9,D
2018,475,SCHOOL I,16410,9,Never EL,1,1,281,8,0,Fall,Math 9,C+
2018,475,SCHOOL I,16777,9,Never EL,0,1,281,0,0,Fall,Math 9,B+
2018,475,SCHOOL I,16785,9,Never EL,0,1,281,4,0,Fall,Math 9,D-
2018,475,SCHOOL I,16792,9,Never EL,0,1,281,28,0,Fall,Math 9,B
2018,475,SCHOOL I,16888,9,Never EL,0,1,281,2,0,Fall,Math 9,B-
2018,475,SCHOOL I,16903,9,Never EL,0,1,281,3,0,Fall,Math 9,B
2018,475,SCHOOL I,16940,9,Never EL,0,1,281,0,0,Fall,Math 9,A
2018,475,SCHOOL I,16944,9,Never EL,0,1,281,26,0,Fall,Math 9,A+
2018,475,SCHOOL I,17035,9,Never EL,0,1,281,7,0,Fall,Math 9,A-
2018,475,SCHOOL I,17112,9,Never EL,0,1,281,5,0,Fall,Math 9,C
2018,475,SCHOOL I,17127,9,Never EL,0,1,35,24,0,Fall,Math 9,F
2018,475,SCHOOL I,17138,9,Never EL,0,1,281,4,0,Fall,Math 9,B
2018,475,SCHOOL I,17227,9,Never EL,0,1,281,2,0,Fall,Math 9,B+
2018,475,SCHOOL I,17281,9,Never EL,0,1,281,4,0,Fall,Math 9,B+
2018,475,SCHOOL I,17494,9,Never EL,0,1,281,3,0,Fall,Math 9,A
2018,475,SCHOOL I,17639,9,Never EL,0,1,281,5,0,Fall,Math 9,B-
2018,475,SCHOOL I,17648,9,Never EL,0,1,281,2,0,Fall,Math 9,C+
2018,475,SCHOOL I,17873,9,Never EL,0,1,281,21,0,Fall,Math 9,A
2018,475,SCHOOL I,17911,9,Never EL,1,1,281,6,0,Fall,Math 9,B+
2018,475,SCHOOL I,17961,9,Never EL,0,1,281,0,0,Fall,Math 9,A
2018,475,SCHOOL I,18057,9,Never EL,0,1,281,8,0,Fall,Math 9,B-
2018,475,SCHOOL I,18118,9,Never EL,0,1,281,5,0,Fall,Math 9,A
2018,475,SCHOOL I,18204,9,Never EL,1,1,281,0,0,Fall,Math 9,A+
2018,475,SCHOOL I,18206,9,Never EL,0,1,281,14,0,Fall,Math 9,C
2018,475,SCHOOL I,18225,9,Never EL,0,1,281,8,0,Fall,Math 9,C
2018,475,SCHOOL I,18233,9,Never EL,0,1,281,19,0,Fall,Math 9,C-
2018,475,SCHOOL I,18283,9,Never EL,0,1,281,4,0,Fall,Math 9,A-
2018,475,SCHOOL I,18331,9,Never EL,1,1,281,23,0,Fall,Math 9,A-
2018,475,SCHOOL I,18372,9,Never EL,0,1,281,14,0,Fall,Math 9,D-
2018,475,SCHOOL I,18395,9,Never EL,0,1,281,9,0,Fall,Math 9,B
2018,475,SCHOOL I,18406,9,Never EL,0,1,281,35,0,Fall,Math 9,A
2018,475,SCHOOL I,18420,9,Never EL,0,1,281,30,0,Fall,Math 9,C-
2018,475,SCHOOL I,18445,9,Never EL,0,1,281,2,0,Fall,Math 9,B-
2018,475,SCHOOL I,18458,9,Never EL,0,1,281,10,0,Fall,Math 9,B-
2018,475,SCHOOL I,18469,9,Never EL,0,1,281,2,0,Fall,Math 9,B+
2018,475,SCHOOL I,18590,9,Never EL,0,1,281,6,0,Fall,Math 9,A
2018,475,SCHOOL I,18606,9,Never EL,0,1,281,2,0,Fall,Math 9,B+
2018,475,SCHOOL I,18652,9,Never EL,0,1,281,21,0,Fall,Math 9,B-
2018,475,SCHOOL I,18663,9,Never EL,0,1,281,1,0,Fall,Math 9,A-
2018,475,SCHOOL I,18676,9,Never EL,0,1,281,6,0,Fall,Math 9,B-
2018,475,SCHOOL I,18704,9,Never EL,0,1,281,5,0,Fall,Math 9,B+
2018,475,SCHOOL I,18869,9,Never EL,0,1,281,6,0,Fall,Math 9,B
2018,475,SCHOOL I,18980,9,Never EL,0,1,281,7,0,Fall,Math 9,A-
2018,475,SCHOOL I,19043,9,Never EL,0,1,281,7,0,Fall,Math 9,C-
2018,475,SCHOOL I,19066,9,Never EL,0,1,281,2,0,Fall,Math 9,A-
2018,475,SCHOOL I,19097,9,Never EL,1,1,281,9,0,Fall,Math 9,A
2018,475,SCHOOL I,19117,9,Never EL,0,1,281,13,0,Fall,Math 9,D
2018,475,SCHOOL I,19282,9,Never EL,0,1,281,5,0,Fall,Math 9,B+
2018,475,SCHOOL I,19381,9,Never EL,0,1,281,5,0,Fall,Math 9,B
2018,475,SCHOOL I,19397,9,Never EL,1,1,281,8,0,Fall,Math 9,A
2018,475,SCHOOL I,19489,9,Never EL,0,1,281,1,0,Fall,Math 9,A-
2018,475,SCHOOL I,19514,9,Never EL,0,1,281,4,0,Fall,Math 9,D
2018,475,SCHOOL I,19541,9,Never EL,0,1,281,5,0,Fall,Math 9,A+
2018,475,SCHOOL I,19598,9,Never EL,0,1,281,1,0,Fall,Math 9,B
2018,475,SCHOOL I,19621,9,Never EL,0,1,281,34,0,Fall,Math 9,B+
2018,475,SCHOOL I,19652,9,Never EL,0,1,281,7,0,Fall,Math 9,A-
2018,475,SCHOOL I,19693,9,Never EL,0,1,281,22,0,Fall,Math 9,C+
2018,475,SCHOOL I,19774,9,Never EL,1,1,281,14,0,Fall,Math 9,A
2018,475,SCHOOL I,19779,9,Never EL,0,1,281,18,0,Fall,Math 9,F
2018,475,SCHOOL I,19865,9,Never EL,0,1,281,21,0,Fall,Math 9,A+
2018,475,SCHOOL I,19948,9,Never EL,0,1,140,8,0,Fall,Math 9,B
2018,475,SCHOOL I,19975,9,Never EL,0,1,281,8,0,Fall,Math 9,A-
2018,475,SCHOOL I,20053,9,Never EL,0,1,281,6,0,Fall,Math 9,B
2018,475,SCHOOL I,20068,9,Never EL,0,1,281,5,0,Fall,Math 9,A
2018,475,SCHOOL I,20121,9,Never EL,1,1,281,9,0,Fall,Math 9,A
2018,475,SCHOOL I,20301,9,Never EL,0,1,281,7,0,Fall,Math 9,A-
2018,475,SCHOOL I,20503,9,Never EL,1,1,281,21,0,Fall,Math 9,A-
2018,475,SCHOOL I,20510,9,Never EL,0,1,281,3,0,Fall,Math 9,C-
2018,475,SCHOOL I,20531,9,Never EL,0,1,281,7,0,Fall,Math 9,C
2018,475,SCHOOL I,20746,9,Never EL,0,1,281,19,0,Fall,Math 9,A-
2018,475,SCHOOL I,20790,9,Never EL,0,1,281,1,0,Fall,Math 9,B-
2018,475,SCHOOL I,20846,9,Never EL,1,1,281,7,0,Fall,Math 9,C+
2018,475,SCHOOL I,20861,9,Never EL,0,1,281,22,0,Fall,Math 9,F
2018,475,SCHOOL I,20904,9,Never EL,0,1,281,20,0,Fall,Math 9,A+
2018,475,SCHOOL I,20956,9,Never EL,0,1,281,7,0,Fall,Math 9,A
2018,475,SCHOOL I,20957,9,Never EL,0,1,281,4,0,Fall,Math 9,A+
2018,475,SCHOOL I,20962,9,Never EL,0,1,281,23,0,Fall,Math 9,B-
2018,475,SCHOOL I,21084,9,Never EL,0,1,281,8,0,Fall,Math 9,A
2018,475,SCHOOL I,21156,9,Never EL,0,1,281,20,0,Fall,Math 9,B-
2018,475,SCHOOL I,21254,9,Never EL,0,1,281,17,0,Fall,Math 9,A+
2018,475,SCHOOL I,21540,9,Never EL,0,1,281,7,0,Fall,Math 9,A
2018,475,SCHOOL I,21754,9,Never EL,0,1,281,6,0,Fall,Math 9,B+
2018,475,SCHOOL I,21760,9,Never EL,0,1,281,7,0,Fall,Math 9,A-
2017,475,SCHOOL I,551,9,Never EL,0,1,283,33,1,Fall,Math 9,B+
2017,475,SCHOOL I,2127,9,Never EL,0,1,283,59,1,Fall,Math 9,A
2017,475,SCHOOL I,3001,9,Never EL,1,1,165,32,1,Fall,Math 9,F
2017,475,SCHOOL I,3241,9,Never EL,0,1,283,49,1,Fall,Math 9,C-
2017,475,SCHOOL I,4608,9,Never EL,0,1,283,55,1,Fall,Math 9,A
2017,475,SCHOOL I,4637,9,Never EL,0,1,283,35,1,Fall,Math 9,A
2017,475,SCHOOL I,5675,9,Never EL,0,1,283,47,1,Fall,Math 9,C-
2017,475,SCHOOL I,5796,9,Never EL,1,1,283,33,1,Fall,Math 9,A+
2017,475,SCHOOL I,11113,9,Never EL,0,1,283,28,1,Fall,Math 9,A-
2017,475,SCHOOL I,14589,9,Never EL,0,1,283,31,1,Fall,Math 9,A-
2017,475,SCHOOL I,15664,9,Never EL,0,1,283,26,1,Fall,Math 9,F
2017,475,SCHOOL I,16134,9,Never EL,0,1,283,57,1,Fall,Math 9,B
2017,475,SCHOOL I,17412,9,Never EL,0,1,283,29,1,Fall,Math 9,B
2017,475,SCHOOL I,17765,9,Never EL,0,1,283,58,1,Fall,Math 9,A
2017,475,SCHOOL I,20061,9,Never EL,1,1,283,52,1,Fall,Math 9,A
2017,475,SCHOOL I,20324,9,Never EL,0,1,283,32,1,Fall,Math 9,F
2017,475,SCHOOL I,20418,9,Never EL,0,1,283,19,1,Fall,Math 9,A
2017,475,SCHOOL I,21116,9,Never EL,0,1,283,25,1,Fall,Math 9,B-
2017,475,SCHOOL I,21568,9,Never EL,0,1,283,23,1,Fall,Math 9,D+
2018,475,SCHOOL I,480,9,Never EL,0,1,281,32,1,Fall,Math 9,C
2018,475,SCHOOL I,742,9,Never EL,0,1,281,16,1,Fall,Math 9,B+
2018,475,SCHOOL I,2821,9,Never EL,0,1,281,17,1,Fall,Math 9,F
2018,475,SCHOOL I,3461,9,Never EL,1,1,281,16,1,Fall,Math 9,B+
2018,475,SCHOOL I,3609,9,Never EL,1,1,281,15,1,Fall,Math 9,A-
2018,475,SCHOOL I,5012,9,Never EL,0,1,281,48,1,Fall,Math 9,A-
2018,475,SCHOOL I,6080,9,Never EL,0,1,281,24,1,Fall,Math 9,A
2018,475,SCHOOL I,10561,9,Never EL,0,1,281,27,1,Fall,Math 9,B-
2018,475,SCHOOL I,14434,9,Never EL,0,1,281,20,1,Fall,Math 9,A+
2018,475,SCHOOL I,17463,9,Never EL,0,1,281,57,1,Fall,Math 9,B
2018,475,SCHOOL I,17643,9,Never EL,0,1,281,56,1,Fall,Math 9,A
2018,475,SCHOOL I,17946,9,Never EL,0,1,135,54,1,Fall,Math 9,A
2018,475,SCHOOL I,18400,9,Never EL,1,1,281,34,1,Fall,Math 9,A
2018,475,SCHOOL I,20324,9,Never EL,1,1,281,46,1,Fall,Math 9,D
2018,475,SCHOOL I,20365,9,Never EL,0,1,281,58,1,Fall,Math 9,C
2018,475,SCHOOL I,21364,9,Never EL,1,1,281,46,1,Fall,Math 9,A
2017,475,SCHOOL I,858,9,Never EL,0,1,283,50,2,Fall,Math 9,C-
2017,475,SCHOOL I,1869,9,Never EL,0,1,283,66,2,Fall,Math 9,B-
2017,475,SCHOOL I,2509,9,Never EL,0,1,283,28,2,Fall,Math 9,A
2017,475,SCHOOL I,2619,9,Never EL,0,1,283,28,2,Fall,Math 9,A
2017,475,SCHOOL I,3096,9,Never EL,0,1,283,42,2,Fall,Math 9,A-
2017,475,SCHOOL I,3600,9,Never EL,1,1,283,26,2,Fall,Math 9,A-
2017,475,SCHOOL I,4503,9,Never EL,1,1,283,57,2,Fall,Math 9,A-
2017,475,SCHOOL I,4564,9,Never EL,0,1,283,59,2,Fall,Math 9,C-
2017,475,SCHOOL I,4632,9,Never EL,0,1,283,55,2,Fall,Math 9,A+
2017,475,SCHOOL I,5275,9,Never EL,0,1,283,54,2,Fall,Math 9,A-
2017,475,SCHOOL I,5365,9,Never EL,0,1,283,32,2,Fall,Math 9,B
2017,475,SCHOOL I,6287,9,Never EL,1,1,283,50,2,Fall,Math 9,A
2017,475,SCHOOL I,6460,9,Never EL,0,1,283,43,2,Fall,Math 9,B-
2017,475,SCHOOL I,7485,9,Never EL,0,1,283,39,2,Fall,Math 9,A-
2017,475,SCHOOL I,7582,9,Never EL,0,1,283,33,2,Fall,Math 9,B-
2017,475,SCHOOL I,8649,9,Never EL,0,1,283,28,2,Fall,Math 9,D-
2017,475,SCHOOL I,8740,9,Never EL,0,1,283,45,2,Fall,Math 9,B+
2017,475,SCHOOL I,9021,9,Never EL,0,1,283,35,2,Fall,Math 9,D
2017,475,SCHOOL I,10357,9,Never EL,0,1,283,52,2,Fall,Math 9,B+
2017,475,SCHOOL I,11189,9,Never EL,0,1,283,36,2,Fall,Math 9,A-
2017,475,SCHOOL I,11499,9,Never EL,0,1,283,74,2,Fall,Math 9,A
2017,475,SCHOOL I,11666,9,Never EL,0,1,283,37,2,Fall,Math 9,C+
2017,475,SCHOOL I,12040,9,Never EL,0,1,283,42,2,Fall,Math 9,B
2017,475,SCHOOL I,12362,9,Never EL,0,1,283,31,2,Fall,Math 9,A
2017,475,SCHOOL I,12852,9,Never EL,0,1,283,41,2,Fall,Math 9,A
2017,475,SCHOOL I,14063,9,Never EL,0,1,342,44,2,Fall,Math 9,B-
2017,475,SCHOOL I,15599,9,Never EL,1,1,283,57,2,Fall,Math 9,B
2017,475,SCHOOL I,15985,9,Never EL,0,1,283,29,2,Fall,Math 9,D-
2017,475,SCHOOL I,16506,9,Never EL,0,1,283,50,2,Fall,Math 9,B
2017,475,SCHOOL I,16748,9,Never EL,0,1,283,53,2,Fall,Math 9,C+
2017,475,SCHOOL I,17328,9,Never EL,0,1,283,42,2,Fall,Math 9,C
2017,475,SCHOOL I,19634,9,Never EL,0,1,283,26,2,Fall,Math 9,B
2017,475,SCHOOL I,19845,9,Never EL,0,1,283,53,2,Fall,Math 9,C
2017,475,SCHOOL I,20664,9,Never EL,1,1,283,26,2,Fall,Math 9,B
2017,475,SCHOOL I,21127,9,Never EL,0,1,283,62,2,Fall,Math 9,A-
2017,475,SCHOOL I,21351,9,Never EL,0,1,283,41,2,Fall,Math 9,A
2017,475,SCHOOL I,21376,9,Never EL,0,1,283,46,2,Fall,Math 9,F
2018,475,SCHOOL I,713,9,Never EL,0,1,281,47,2,Fall,Math 9,A-
2018,475,SCHOOL I,766,9,Never EL,0,1,281,54,2,Fall,Math 9,B
2018,475,SCHOOL I,850,9,Never EL,0,1,281,54,2,Fall,Math 9,C
2018,475,SCHOOL I,1182,9,Never EL,0,1,281,53,2,Fall,Math 9,A+
2018,475,SCHOOL I,1271,9,Never EL,0,1,281,59,2,Fall,Math 9,A-
2018,475,SCHOOL I,2491,9,Never EL,0,1,281,50,2,Fall,Math 9,A
2018,475,SCHOOL I,2963,9,Never EL,0,1,281,25,2,Fall,Math 9,A-
2018,475,SCHOOL I,3204,9,Never EL,0,1,281,55,2,Fall,Math 9,A-
2018,475,SCHOOL I,3366,9,Never EL,0,1,281,36,2,Fall,Math 9,A
2018,475,SCHOOL I,4435,9,Never EL,0,1,281,61,2,Fall,Math 9,D+
2018,475,SCHOOL I,4962,9,Never EL,0,1,281,53,2,Fall,Math 9,C
2018,475,SCHOOL I,5156,9,Never EL,0,1,281,38,2,Fall,Math 9,B-
2018,475,SCHOOL I,5678,9,Never EL,0,1,281,26,2,Fall,Math 9,B
2018,475,SCHOOL I,6451,9,Never EL,0,1,281,71,2,Fall,Math 9,A+
2018,475,SCHOOL I,7564,9,Never EL,0,1,281,74,2,Fall,Math 9,B+
2018,475,SCHOOL I,8608,9,Never EL,0,1,281,56,2,Fall,Math 9,B
2018,475,SCHOOL I,9614,9,Never EL,0,1,281,54,2,Fall,Math 9,A
2018,475,SCHOOL I,10530,9,Never EL,0,1,281,31,2,Fall,Math 9,A-
2018,475,SCHOOL I,10751,9,Never EL,0,1,281,76,2,Fall,Math 9,A
2018,475,SCHOOL I,14324,9,Never EL,0,1,281,26,2,Fall,Math 9,B-
2018,475,SCHOOL I,14537,9,Never EL,0,1,281,48,2,Fall,Math 9,A
2018,475,SCHOOL I,14729,9,Never EL,0,1,281,51,2,Fall,Math 9,B+
2018,475,SCHOOL I,14968,9,Never EL,1,1,281,36,2,Fall,Math 9,C+
2018,475,SCHOOL I,16473,9,Never EL,0,1,281,41,2,Fall,Math 9,C
2018,475,SCHOOL I,16879,9,Never EL,1,1,281,35,2,Fall,Math 9,D-
2018,475,SCHOOL I,17017,9,Never EL,0,1,281,45,2,Fall,Math 9,C
2018,475,SCHOOL I,17254,9,Never EL,0,1,281,45,2,Fall,Math 9,C
2018,475,SCHOOL I,17382,9,Never EL,0,1,281,45,2,Fall,Math 9,A
2018,475,SCHOOL I,18276,9,Never EL,0,1,281,32,2,Fall,Math 9,C
2018,475,SCHOOL I,18368,9,Never EL,0,1,281,29,2,Fall,Math 9,A+
2018,475,SCHOOL I,18957,9,Never EL,0,1,281,58,2,Fall,Math 9,C+
2018,475,SCHOOL I,20229,9,Never EL,0,1,281,29,2,Fall,Math 9,A+
2018,475,SCHOOL I,21108,9,Never EL,0,1,281,39,2,Fall,Math 9,F
2018,475,SCHOOL I,21265,9,Never EL,0,1,281,36,2,Fall,Math 9,B-
2018,475,SCHOOL I,21309,9,Never EL,0,1,281,46,2,Fall,Math 9,B
2018,475,SCHOOL I,21695,9,Never EL,1,1,281,33,2,Fall,Math 9,A
2017,475,SCHOOL I,5093,9,Never EL,1,1,283,70,3,Fall,Math 9,D+
2017,475,SCHOOL I,18055,9,Never EL,0,1,283,35,3,Fall,Math 9,A-
2017,475,SCHOOL I,18546,9,Never EL,0,1,283,77,3,Fall,Math 9,B
2017,475,SCHOOL I,19366,9,Never EL,0,1,283,44,3,Fall,Math 9,B+
2018,475,SCHOOL I,1618,9,Never EL,0,1,281,41,3,Fall,Math 9,B+
2018,475,SCHOOL I,4257,9,Never EL,0,1,281,73,3,Fall,Math 9,B-
2018,475,SCHOOL I,6464,9,Never EL,0,1,281,67,3,Fall,Math 9,C+
2018,475,SCHOOL I,6858,9,Never EL,1,1,281,46,3,Fall,Math 9,B
2018,475,SCHOOL I,10513,9,Never EL,0,1,143,35,3,Fall,Math 9,C+
2018,475,SCHOOL I,11049,9,Never EL,0,1,281,74,3,Fall,Math 9,A+
2018,475,SCHOOL I,11990,9,Never EL,0,1,281,76,3,Fall,Math 9,C
2018,475,SCHOOL I,17319,9,Never EL,0,1,281,62,3,Fall,Math 9,D
2018,475,SCHOOL I,17540,9,Never EL,0,1,281,73,3,Fall,Math 9,A+
2017,475,SCHOOL I,10141,9,Never EL,0,1,283,50,4,Fall,Math 9,C+
2017,475,SCHOOL I,19619,9,Never EL,0,1,283,56,4,Fall,Math 9,A
2018,475,SCHOOL I,8282,9,Never EL,1,1,281,49,4,Fall,Math 9,A
2018,475,SCHOOL I,12316,9,Never EL,1,1,281,95,4,Fall,Math 9,B
2018,475,SCHOOL I,15424,9,Never EL,1,1,281,99,4,Fall,Math 9,A+
2018,475,SCHOOL I,17973,9,Never EL,0,1,281,98,4,Fall,Math 9,B
2017,475,SCHOOL I,178,9,Never EL,0,1,283,93,5,Fall,Math 9,C+
2017,475,SCHOOL I,3530,9,Never EL,0,1,283,58,5,Fall,Math 9,A-
2017,475,SCHOOL I,8578,9,Never EL,0,1,149,76,5,Fall,Math 9,B
2017,475,SCHOOL I,16662,9,Never EL,0,1,283,58,5,Fall,Math 9,B-
2017,475,SCHOOL I,21448,9,Never EL,0,1,283,67,5,Fall,Math 9,A
2017,475,SCHOOL I,21459,9,Never EL,0,1,283,49,5,Fall,Math 9,A-
2018,475,SCHOOL I,1512,9,Never EL,0,1,281,84,5,Fall,Math 9,C
2018,475,SCHOOL I,10289,9,Never EL,0,1,281,89,5,Fall,Math 9,A
2018,475,SCHOOL I,17558,9,Never EL,0,1,281,73,5,Fall,Math 9,A+
2018,475,SCHOOL I,18378,9,Never EL,1,1,281,68,5,Fall,Math 9,D-
2017,475,SCHOOL I,6838,9,Never EL,0,1,283,73,6,Fall,Math 9,A
2017,475,SCHOOL I,6845,9,Never EL,0,1,283,76,6,Fall,Math 9,A+
2017,475,SCHOOL I,8577,9,Never EL,0,1,283,96,6,Fall,Math 9,A+
2017,475,SCHOOL I,8883,9,Never EL,0,1,283,79,6,Fall,Math 9,B
2017,475,SCHOOL I,21075,9,Never EL,0,1,283,92,6,Fall,Math 9,B-
2018,475,SCHOOL I,928,9,Never EL,0,1,281,86,6,Fall,Math 9,B
2018,475,SCHOOL I,9605,9,Never EL,0,1,281,48,6,Fall,Math 9,C
2018,475,SCHOOL I,16210,9,Never EL,0,1,281,57,6,Fall,Math 9,A
2018,475,SCHOOL I,19550,9,Never EL,0,1,281,96,6,Fall,Math 9,A
2017,475,SCHOOL I,19023,9,Never EL,0,1,283,71,8,Fall,Math 9,B-
2017,475,SCHOOL I,10833,9,Never EL,0,1,283,57,10,Fall,Math 9,A-
2017,475,SCHOOL I,18682,9,Never EL,0,1,283,73,10,Fall,Math 9,B
2017,475,SCHOOL I,14187,9,Never EL,0,1,283,109,11,Fall,Math 9,B
2017,475,SCHOOL I,6212,9,Never EL,0,1,283,61,29,Fall,Math 9,A-
2018,475,SCHOOL I,18771,9,Never EL,1,1,281,72,66,Fall,Math 9,B+
2017,480,SCHOOL J,535,9,Current EL,0,0,283,0,0,Fall,Math 9,C
2017,480,SCHOOL J,1163,9,Current EL,1,0,283,9,0,Fall,Math 9,C
2017,480,SCHOOL J,1445,9,Current EL,1,0,283,15,0,Fall,Math 9,C
2017,480,SCHOOL J,1782,9,Current EL,0,0,283,8,0,Fall,Math 9,C
2017,480,SCHOOL J,3853,9,Current EL,0,0,71,6,0,Fall,Math 9,F
2017,480,SCHOOL J,3996,9,Current EL,0,0,77,2,0,Fall,Math 9,I
2017,480,SCHOOL J,4387,9,Current EL,0,0,283,0,0,Fall,Math 9,F
2017,480,SCHOOL J,5154,9,Current EL,0,0,197,9,0,Fall,Math 9,C+
2017,480,SCHOOL J,5388,9,Current EL,0,0,210,0,0,Fall,Math 9,F
2017,480,SCHOOL J,5396,9,Current EL,1,0,130,14,0,Fall,Math 9,D
2017,480,SCHOOL J,5453,9,Current EL,0,0,283,3,0,Fall,Math 9,F
2017,480,SCHOOL J,5581,9,Current EL,0,0,200,5,0,Fall,Math 9,B
2017,480,SCHOOL J,6801,9,Current EL,0,0,283,1,0,Fall,Math 9,F
2017,480,SCHOOL J,6887,9,Current EL,0,0,266,4,0,Fall,Math 9,C
2017,480,SCHOOL J,7168,9,Current EL,0,0,283,9,0,Fall,Math 9,D
2017,480,SCHOOL J,7347,9,Current EL,0,0,283,19,0,Fall,Math 9,A-
2017,480,SCHOOL J,7768,9,Current EL,0,0,283,11,0,Fall,Math 9,F
2017,480,SCHOOL J,9545,9,Current EL,0,0,277,22,0,Fall,Math 9,C-
2017,480,SCHOOL J,10177,9,Current EL,0,0,283,20,0,Fall,Math 9,C
2017,480,SCHOOL J,10223,9,Current EL,0,0,73,9,0,Fall,Math 9,C+
2017,480,SCHOOL J,10674,9,Current EL,0,0,122,9,0,Fall,Math 9,A
2017,480,SCHOOL J,10723,9,Current EL,0,0,247,8,0,Fall,Math 9,B-
2017,480,SCHOOL J,11419,9,Current EL,0,0,283,8,0,Fall,Math 9,D
2017,480,SCHOOL J,11689,9,Current EL,0,0,23,3,0,Fall,Math 9,F
2017,480,SCHOOL J,12305,9,Current EL,0,0,283,8,0,Fall,Math 9,D-
2017,480,SCHOOL J,12378,9,Current EL,0,0,283,32,0,Fall,Math 9,C-
2017,480,SCHOOL J,12441,9,Current EL,0,0,117,1,0,Fall,Math 9,F
2017,480,SCHOOL J,12648,9,Current EL,0,0,283,6,0,Fall,Math 9,F
2017,480,SCHOOL J,13291,9,Current EL,0,0,238,2,0,Fall,Math 9,D+
2017,480,SCHOOL J,13845,9,Current EL,0,0,283,0,0,Fall,Math 9,C-
2017,480,SCHOOL J,14052,9,Current EL,0,0,283,21,0,Fall,Math 9,C-
2017,480,SCHOOL J,15142,9,Current EL,0,0,65,23,0,Fall,Math 9,F
2017,480,SCHOOL J,15185,9,Current EL,0,0,283,5,0,Fall,Math 9,F
2017,480,SCHOOL J,15373,9,Current EL,1,0,283,6,0,Fall,Math 9,B
2017,480,SCHOOL J,15578,9,Current EL,0,0,137,0,0,Fall,Math 9,B+
2017,480,SCHOOL J,15650,9,Current EL,1,0,231,5,0,Fall,Math 9,A
2017,480,SCHOOL J,15783,9,Current EL,1,0,283,4,0,Fall,Math 9,P
2017,480,SCHOOL J,16021,9,Current EL,0,0,283,8,0,Fall,Math 9,F
2017,480,SCHOOL J,16429,9,Current EL,0,0,210,8,0,Fall,Math 9,C
2017,480,SCHOOL J,19090,9,Current EL,0,0,283,4,0,Fall,Math 9,C-
2017,480,SCHOOL J,19530,9,Current EL,0,0,269,22,0,Fall,Math 9,A-
2017,480,SCHOOL J,19928,9,Current EL,0,0,283,3,0,Fall,Math 9,C
2017,480,SCHOOL J,20500,9,Current EL,0,0,283,7,0,Fall,Math 9,F
2017,480,SCHOOL J,20518,9,Current EL,0,0,283,3,0,Fall,Math 9,B
2017,480,SCHOOL J,20991,9,Current EL,0,0,53,14,0,Fall,Math 9,F
2017,480,SCHOOL J,21559,9,Current EL,0,0,283,3,0,Fall,Math 9,F
2017,480,SCHOOL J,21661,9,Current EL,0,0,109,4,0,Fall,Math 9,C-
2018,480,SCHOOL J,71,9,Current EL,1,0,205,4,0,Fall,Math 9,F
2018,480,SCHOOL J,246,9,Current EL,0,0,281,8,0,Fall,Math 9,C-
2018,480,SCHOOL J,511,9,Current EL,0,0,281,5,0,Fall,Math 9,F
2018,480,SCHOOL J,722,9,Current EL,0,0,281,3,0,Fall,Math 9,D-
2018,480,SCHOOL J,751,9,Current EL,1,0,281,0,0,Fall,Math 9,D+
2018,480,SCHOOL J,1020,9,Current EL,1,0,281,3,0,Fall,Math 9,C+
2018,480,SCHOOL J,1144,9,Current EL,0,0,281,9,0,Fall,Math 9,B+
2018,480,SCHOOL J,1603,9,Current EL,0,0,281,8,0,Fall,Math 9,F
2018,480,SCHOOL J,1782,9,Current EL,0,0,281,10,0,Fall,Math 9,F
2018,480,SCHOOL J,2315,9,Current EL,0,0,281,2,0,Fall,Math 9,C-
2018,480,SCHOOL J,2391,9,Current EL,0,0,281,0,0,Fall,Math 9,D
2018,480,SCHOOL J,2460,9,Current EL,0,0,79,8,0,Fall,Math 9,B-
2018,480,SCHOOL J,2623,9,Current EL,0,0,281,19,0,Fall,Math 9,C-
2018,480,SCHOOL J,2958,9,Current EL,0,0,281,21,0,Fall,Math 9,A-
2018,480,SCHOOL J,3353,9,Current EL,0,0,185,8,0,Fall,Math 9,C
2018,480,SCHOOL J,3368,9,Current EL,1,0,281,2,0,Fall,Math 9,B+
2018,480,SCHOOL J,3444,9,Current EL,0,0,281,23,0,Fall,Math 9,C+
2018,480,SCHOOL J,3463,9,Current EL,0,0,281,1,0,Fall,Math 9,B-
2018,480,SCHOOL J,3737,9,Current EL,0,0,281,4,0,Fall,Math 9,C+
2018,480,SCHOOL J,3790,9,Current EL,0,0,281,9,0,Fall,Math 9,A-
2018,480,SCHOOL J,3803,9,Current EL,0,0,281,5,0,Fall,Math 9,A
2018,480,SCHOOL J,3829,9,Current EL,1,0,281,26,0,Fall,Math 9,F
2018,480,SCHOOL J,4260,9,Current EL,0,0,281,8,0,Fall,Math 9,F
2018,480,SCHOOL J,4313,9,Current EL,0,0,281,9,0,Fall,Math 9,F
2018,480,SCHOOL J,4387,9,Current EL,0,0,281,4,0,Fall,Math 9,C-
